=============Policy===============
(overLeft, wicketLeft, b1OverLeft, b2OverLeft, b3OverLeft, b4OverLeft, b5OverLeft) |  Bowler
(3, 3, 0, 0, 0, 2, 0) Bowler =  4 Value = 9.00
(3, 3, 0, 0, 0, 2, 1) Bowler =  4 Value = 14.00
(3, 3, 0, 0, 0, 2, 2) Bowler =  4 Value = 14.00
(3, 3, 0, 0, 1, 0, 0) Bowler =  3 Value = 4.00
(3, 3, 0, 0, 1, 0, 1) Bowler =  3 Value = 9.00
(3, 3, 0, 0, 1, 0, 2) Bowler =  3 Value = 14.00
(3, 3, 0, 0, 1, 1, 0) Bowler =  3 Value = 8.50
(3, 3, 0, 0, 1, 1, 1) Bowler =  3 Value = 13.50
(3, 3, 0, 0, 1, 1, 2) Bowler =  3 Value = 13.50
(3, 3, 0, 0, 1, 2, 0) Bowler =  3 Value = 13.00
(3, 3, 0, 0, 1, 2, 1) Bowler =  3 Value = 13.00
(3, 3, 0, 0, 1, 2, 2) Bowler =  3 Value = 13.00
(3, 3, 0, 0, 2, 0, 0) Bowler =  3 Value = 8.00
(3, 3, 0, 0, 2, 0, 1) Bowler =  3 Value = 13.00
(3, 3, 0, 0, 2, 0, 2) Bowler =  3 Value = 13.00
(3, 3, 0, 0, 2, 1, 0) Bowler =  3 Value = 12.50
(3, 3, 0, 0, 2, 1, 1) Bowler =  3 Value = 12.50
(3, 3, 0, 0, 2, 1, 2) Bowler =  3 Value = 12.50
(3, 3, 0, 0, 2, 2, 0) Bowler =  3 Value = 12.50
(3, 3, 0, 0, 2, 2, 1) Bowler =  3 Value = 12.50
(3, 3, 0, 0, 2, 2, 2) Bowler =  3 Value = 12.50
(3, 3, 0, 1, 0, 0, 0) Bowler =  2 Value = 3.50
(3, 3, 0, 1, 0, 0, 1) Bowler =  2 Value = 8.50
(3, 3, 0, 1, 0, 0, 2) Bowler =  2 Value = 13.50
(3, 3, 0, 1, 0, 1, 0) Bowler =  2 Value = 8.00
(3, 3, 0, 1, 0, 1, 1) Bowler =  2 Value = 13.00
(3, 3, 0, 1, 0, 1, 2) Bowler =  2 Value = 13.00
(3, 3, 0, 1, 0, 2, 0) Bowler =  2 Value = 12.50
(3, 3, 0, 1, 0, 2, 1) Bowler =  2 Value = 12.50
(3, 3, 0, 1, 0, 2, 2) Bowler =  2 Value = 12.50
(3, 3, 0, 1, 1, 0, 0) Bowler =  2 Value = 7.50
(3, 3, 0, 1, 1, 0, 1) Bowler =  2 Value = 12.50
(3, 3, 0, 1, 1, 0, 2) Bowler =  2 Value = 12.50
(3, 3, 0, 1, 1, 1, 0) Bowler =  2 Value = 12.00
(3, 3, 0, 1, 1, 1, 1) Bowler =  2 Value = 12.00
(3, 3, 0, 1, 1, 1, 2) Bowler =  2 Value = 12.00
(3, 3, 0, 1, 1, 2, 0) Bowler =  2 Value = 12.00
(3, 3, 0, 1, 1, 2, 1) Bowler =  2 Value = 12.00
(3, 3, 0, 1, 1, 2, 2) Bowler =  2 Value = 12.00
(3, 3, 0, 1, 2, 0, 0) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 0, 1) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 0, 2) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 1, 0) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 1, 1) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 1, 2) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 2, 0) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 2, 1) Bowler =  2 Value = 11.50
(3, 3, 0, 1, 2, 2, 2) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 0, 0, 0) Bowler =  2 Value = 7.00
(3, 3, 0, 2, 0, 0, 1) Bowler =  2 Value = 12.00
(3, 3, 0, 2, 0, 0, 2) Bowler =  2 Value = 12.00
(3, 3, 0, 2, 0, 1, 0) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 0, 1, 1) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 0, 1, 2) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 0, 2, 0) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 0, 2, 1) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 0, 2, 2) Bowler =  2 Value = 11.50
(3, 3, 0, 2, 1, 0, 0) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 0, 1) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 0, 2) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 1, 0) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 1, 1) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 1, 2) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 2, 0) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 2, 1) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 1, 2, 2) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 0, 0) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 0, 1) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 0, 2) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 1, 0) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 1, 1) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 1, 2) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 2, 0) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 2, 1) Bowler =  2 Value = 11.00
(3, 3, 0, 2, 2, 2, 2) Bowler =  2 Value = 11.00
(3, 3, 1, 0, 0, 0, 0) Bowler =  1 Value = 3.00
(3, 3, 1, 0, 0, 0, 1) Bowler =  1 Value = 8.00
(3, 3, 1, 0, 0, 0, 2) Bowler =  1 Value = 13.00
(3, 3, 1, 0, 0, 1, 0) Bowler =  1 Value = 7.50
(3, 3, 1, 0, 0, 1, 1) Bowler =  1 Value = 12.50
(3, 3, 1, 0, 0, 1, 2) Bowler =  1 Value = 12.50
(3, 3, 1, 0, 0, 2, 0) Bowler =  1 Value = 12.00
(3, 3, 1, 0, 0, 2, 1) Bowler =  1 Value = 12.00
(3, 3, 1, 0, 0, 2, 2) Bowler =  1 Value = 12.00
(3, 3, 1, 0, 1, 0, 0) Bowler =  1 Value = 7.00
(3, 3, 1, 0, 1, 0, 1) Bowler =  1 Value = 12.00
(3, 3, 1, 0, 1, 0, 2) Bowler =  1 Value = 12.00
(3, 3, 1, 0, 1, 1, 0) Bowler =  1 Value = 11.50
(3, 3, 1, 0, 1, 1, 1) Bowler =  1 Value = 11.50
(3, 3, 1, 0, 1, 1, 2) Bowler =  1 Value = 11.50
(3, 3, 1, 0, 1, 2, 0) Bowler =  1 Value = 11.50
(3, 3, 1, 0, 1, 2, 1) Bowler =  1 Value = 11.50
(3, 3, 1, 0, 1, 2, 2) Bowler =  1 Value = 11.50
(3, 3, 1, 0, 2, 0, 0) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 0, 1) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 0, 2) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 1, 0) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 1, 1) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 1, 2) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 2, 0) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 2, 1) Bowler =  1 Value = 11.00
(3, 3, 1, 0, 2, 2, 2) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 0, 0, 0) Bowler =  1 Value = 6.50
(3, 3, 1, 1, 0, 0, 1) Bowler =  1 Value = 11.50
(3, 3, 1, 1, 0, 0, 2) Bowler =  1 Value = 11.50
(3, 3, 1, 1, 0, 1, 0) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 0, 1, 1) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 0, 1, 2) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 0, 2, 0) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 0, 2, 1) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 0, 2, 2) Bowler =  1 Value = 11.00
(3, 3, 1, 1, 1, 0, 0) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 0, 1) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 0, 2) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 1, 0) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 1, 1) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 1, 2) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 2, 0) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 2, 1) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 1, 2, 2) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 0, 0) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 0, 1) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 0, 2) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 1, 0) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 1, 1) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 1, 2) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 2, 0) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 2, 1) Bowler =  1 Value = 10.50
(3, 3, 1, 1, 2, 2, 2) Bowler =  1 Value = 10.50
(3, 3, 1, 2, 0, 0, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 0, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 0, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 1, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 1, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 1, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 2, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 2, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 0, 2, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 0, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 0, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 0, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 1, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 1, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 1, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 2, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 2, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 1, 2, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 0, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 0, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 0, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 1, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 1, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 1, 2) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 2, 0) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 2, 1) Bowler =  1 Value = 10.00
(3, 3, 1, 2, 2, 2, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 0, 0, 0) Bowler =  1 Value = 6.00
(3, 3, 2, 0, 0, 0, 1) Bowler =  1 Value = 11.00
(3, 3, 2, 0, 0, 0, 2) Bowler =  1 Value = 11.00
(3, 3, 2, 0, 0, 1, 0) Bowler =  1 Value = 10.50
(3, 3, 2, 0, 0, 1, 1) Bowler =  1 Value = 10.50
(3, 3, 2, 0, 0, 1, 2) Bowler =  1 Value = 10.50
(3, 3, 2, 0, 0, 2, 0) Bowler =  1 Value = 10.50
(3, 3, 2, 0, 0, 2, 1) Bowler =  1 Value = 10.50
(3, 3, 2, 0, 0, 2, 2) Bowler =  1 Value = 10.50
(3, 3, 2, 0, 1, 0, 0) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 0, 1) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 0, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 1, 0) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 1, 1) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 1, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 2, 0) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 2, 1) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 1, 2, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 0, 0) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 0, 1) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 0, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 1, 0) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 1, 1) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 1, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 2, 0) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 2, 1) Bowler =  1 Value = 10.00
(3, 3, 2, 0, 2, 2, 2) Bowler =  1 Value = 10.00
(3, 3, 2, 1, 0, 0, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 0, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 0, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 1, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 1, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 1, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 2, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 2, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 0, 2, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 0, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 0, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 0, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 1, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 1, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 1, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 2, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 2, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 1, 2, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 0, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 0, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 0, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 1, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 1, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 1, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 2, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 2, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 1, 2, 2, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 0, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 0, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 0, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 1, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 1, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 1, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 2, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 2, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 0, 2, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 0, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 0, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 0, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 1, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 1, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 1, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 2, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 2, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 1, 2, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 0, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 0, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 0, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 1, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 1, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 1, 2) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 2, 0) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 2, 1) Bowler =  1 Value = 9.50
(3, 3, 2, 2, 2, 2, 2) Bowler =  1 Value = 9.50
(4, 1, 0, 0, 0, 0, 0) Bowler =  -1 Value = 0.00
(4, 1, 0, 0, 0, 0, 1) Bowler =  5 Value = 5.00
(4, 1, 0, 0, 0, 0, 2) Bowler =  5 Value = 8.00
(4, 1, 0, 0, 0, 1, 0) Bowler =  4 Value = 4.50
(4, 1, 0, 0, 0, 1, 1) Bowler =  5 Value = 7.70
(4, 1, 0, 0, 0, 1, 2) Bowler =  5 Value = 9.62
(4, 1, 0, 0, 0, 2, 0) Bowler =  4 Value = 7.50
(4, 1, 0, 0, 0, 2, 1) Bowler =  5 Value = 9.50
(4, 1, 0, 0, 0, 2, 2) Bowler =  5 Value = 10.70
(4, 1, 0, 0, 1, 0, 0) Bowler =  3 Value = 4.00
(4, 1, 0, 0, 1, 0, 1) Bowler =  5 Value = 7.40
(4, 1, 0, 0, 1, 0, 2) Bowler =  5 Value = 9.44
(4, 1, 0, 0, 1, 1, 0) Bowler =  4 Value = 7.17
(4, 1, 0, 0, 1, 1, 1) Bowler =  5 Value = 9.30
(4, 1, 0, 0, 1, 1, 2) Bowler =  5 Value = 10.58
(4, 1, 0, 0, 1, 2, 0) Bowler =  4 Value = 9.28
(4, 1, 0, 0, 1, 2, 1) Bowler =  5 Value = 10.57
(4, 1, 0, 0, 1, 2, 2) Bowler =  5 Value = 10.57
(4, 1, 0, 0, 2, 0, 0) Bowler =  3 Value = 7.00
(4, 1, 0, 0, 2, 0, 1) Bowler =  5 Value = 9.20
(4, 1, 0, 0, 2, 0, 2) Bowler =  5 Value = 10.52
(4, 1, 0, 0, 2, 1, 0) Bowler =  4 Value = 9.17
(4, 1, 0, 0, 2, 1, 1) Bowler =  5 Value = 10.50
(4, 1, 0, 0, 2, 1, 2) Bowler =  5 Value = 10.50
(4, 1, 0, 0, 2, 2, 0) Bowler =  4 Value = 10.61
(4, 1, 0, 0, 2, 2, 1) Bowler =  5 Value = 10.50
(4, 1, 0, 0, 2, 2, 2) Bowler =  5 Value = 10.50
(4, 1, 0, 1, 0, 0, 0) Bowler =  2 Value = 3.50
(4, 1, 0, 1, 0, 0, 1) Bowler =  5 Value = 7.10
(4, 1, 0, 1, 0, 0, 2) Bowler =  5 Value = 9.26
(4, 1, 0, 1, 0, 1, 0) Bowler =  4 Value = 6.83
(4, 1, 0, 1, 0, 1, 1) Bowler =  5 Value = 9.10
(4, 1, 0, 1, 0, 1, 2) Bowler =  5 Value = 10.46
(4, 1, 0, 1, 0, 2, 0) Bowler =  4 Value = 9.06
(4, 1, 0, 1, 0, 2, 1) Bowler =  5 Value = 10.43
(4, 1, 0, 1, 0, 2, 2) Bowler =  5 Value = 10.43
(4, 1, 0, 1, 1, 0, 0) Bowler =  3 Value = 6.62
(4, 1, 0, 1, 1, 0, 1) Bowler =  5 Value = 8.97
(4, 1, 0, 1, 1, 0, 2) Bowler =  5 Value = 10.38
(4, 1, 0, 1, 1, 1, 0) Bowler =  4 Value = 8.92
(4, 1, 0, 1, 1, 1, 1) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 1, 1, 2) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 1, 2, 0) Bowler =  4 Value = 10.44
(4, 1, 0, 1, 1, 2, 1) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 1, 2, 2) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 2, 0, 0) Bowler =  3 Value = 8.97
(4, 1, 0, 1, 2, 0, 1) Bowler =  5 Value = 10.38
(4, 1, 0, 1, 2, 0, 2) Bowler =  5 Value = 10.38
(4, 1, 0, 1, 2, 1, 0) Bowler =  4 Value = 10.48
(4, 1, 0, 1, 2, 1, 1) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 2, 1, 2) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 2, 2, 0) Bowler =  4 Value = 10.44
(4, 1, 0, 1, 2, 2, 1) Bowler =  5 Value = 10.35
(4, 1, 0, 1, 2, 2, 2) Bowler =  5 Value = 10.35
(4, 1, 0, 2, 0, 0, 0) Bowler =  2 Value = 6.30
(4, 1, 0, 2, 0, 0, 1) Bowler =  5 Value = 8.78
(4, 1, 0, 2, 0, 0, 2) Bowler =  5 Value = 10.27
(4, 1, 0, 2, 0, 1, 0) Bowler =  4 Value = 8.70
(4, 1, 0, 2, 0, 1, 1) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 0, 1, 2) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 0, 2, 0) Bowler =  4 Value = 10.30
(4, 1, 0, 2, 0, 2, 1) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 0, 2, 2) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 1, 0, 0) Bowler =  3 Value = 8.73
(4, 1, 0, 2, 1, 0, 1) Bowler =  5 Value = 10.23
(4, 1, 0, 2, 1, 0, 2) Bowler =  5 Value = 10.23
(4, 1, 0, 2, 1, 1, 0) Bowler =  4 Value = 10.32
(4, 1, 0, 2, 1, 1, 1) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 1, 1, 2) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 1, 2, 0) Bowler =  4 Value = 10.30
(4, 1, 0, 2, 1, 2, 1) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 1, 2, 2) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 2, 0, 0) Bowler =  3 Value = 10.54
(4, 1, 0, 2, 2, 0, 1) Bowler =  5 Value = 10.23
(4, 1, 0, 2, 2, 0, 2) Bowler =  5 Value = 10.23
(4, 1, 0, 2, 2, 1, 0) Bowler =  4 Value = 10.32
(4, 1, 0, 2, 2, 1, 1) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 2, 1, 2) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 2, 2, 0) Bowler =  4 Value = 10.30
(4, 1, 0, 2, 2, 2, 1) Bowler =  5 Value = 10.22
(4, 1, 0, 2, 2, 2, 2) Bowler =  5 Value = 10.22
(4, 1, 1, 0, 0, 0, 0) Bowler =  1 Value = 3.00
(4, 1, 1, 0, 0, 0, 1) Bowler =  5 Value = 6.80
(4, 1, 1, 0, 0, 0, 2) Bowler =  5 Value = 9.08
(4, 1, 1, 0, 0, 1, 0) Bowler =  4 Value = 6.50
(4, 1, 1, 0, 0, 1, 1) Bowler =  5 Value = 8.90
(4, 1, 1, 0, 0, 1, 2) Bowler =  5 Value = 10.34
(4, 1, 1, 0, 0, 2, 0) Bowler =  4 Value = 8.83
(4, 1, 1, 0, 0, 2, 1) Bowler =  5 Value = 10.30
(4, 1, 1, 0, 0, 2, 2) Bowler =  5 Value = 10.30
(4, 1, 1, 0, 1, 0, 0) Bowler =  3 Value = 6.25
(4, 1, 1, 0, 1, 0, 1) Bowler =  5 Value = 8.75
(4, 1, 1, 0, 1, 0, 2) Bowler =  5 Value = 10.25
(4, 1, 1, 0, 1, 1, 0) Bowler =  4 Value = 8.67
(4, 1, 1, 0, 1, 1, 1) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 1, 1, 2) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 1, 2, 0) Bowler =  4 Value = 10.28
(4, 1, 1, 0, 1, 2, 1) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 1, 2, 2) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 2, 0, 0) Bowler =  3 Value = 8.69
(4, 1, 1, 0, 2, 0, 1) Bowler =  5 Value = 10.21
(4, 1, 1, 0, 2, 0, 2) Bowler =  5 Value = 10.21
(4, 1, 1, 0, 2, 1, 0) Bowler =  4 Value = 10.29
(4, 1, 1, 0, 2, 1, 1) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 2, 1, 2) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 2, 2, 0) Bowler =  4 Value = 10.28
(4, 1, 1, 0, 2, 2, 1) Bowler =  5 Value = 10.20
(4, 1, 1, 0, 2, 2, 2) Bowler =  5 Value = 10.20
(4, 1, 1, 1, 0, 0, 0) Bowler =  1 Value = 5.86
(4, 1, 1, 1, 0, 0, 1) Bowler =  5 Value = 8.52
(4, 1, 1, 1, 0, 0, 2) Bowler =  5 Value = 10.11
(4, 1, 1, 1, 0, 1, 0) Bowler =  4 Value = 8.41
(4, 1, 1, 1, 0, 1, 1) Bowler =  5 Value = 10.05
(4, 1, 1, 1, 0, 1, 2) Bowler =  5 Value = 10.05
(4, 1, 1, 1, 0, 2, 0) Bowler =  4 Value = 10.11
(4, 1, 1, 1, 0, 2, 1) Bowler =  5 Value = 10.05
(4, 1, 1, 1, 0, 2, 2) Bowler =  5 Value = 10.05
(4, 1, 1, 1, 1, 0, 0) Bowler =  3 Value = 8.40
(4, 1, 1, 1, 1, 0, 1) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 1, 0, 2) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 1, 1, 0) Bowler =  4 Value = 10.10
(4, 1, 1, 1, 1, 1, 1) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 1, 1, 2) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 1, 2, 0) Bowler =  4 Value = 10.10
(4, 1, 1, 1, 1, 2, 1) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 1, 2, 2) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 2, 0, 0) Bowler =  3 Value = 10.30
(4, 1, 1, 1, 2, 0, 1) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 2, 0, 2) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 2, 1, 0) Bowler =  4 Value = 10.10
(4, 1, 1, 1, 2, 1, 1) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 2, 1, 2) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 2, 2, 0) Bowler =  4 Value = 10.10
(4, 1, 1, 1, 2, 2, 1) Bowler =  5 Value = 10.04
(4, 1, 1, 1, 2, 2, 2) Bowler =  5 Value = 10.04
(4, 1, 1, 2, 0, 0, 0) Bowler =  1 Value = 8.15
(4, 1, 1, 2, 0, 0, 1) Bowler =  5 Value = 9.89
(4, 1, 1, 2, 0, 0, 2) Bowler =  5 Value = 9.89
(4, 1, 1, 2, 0, 1, 0) Bowler =  4 Value = 9.94
